ensembl_gene_id,Comp 1,Comp 2,Comp 3,VIP_SCORE,combo_Y_slope.1 comps,combo_Y_slope.2 comps,combo_Y_slope.3 comps
ENSG00000163734,1.5582118667464688,2.130157588686912,2.0735368168210284,1.6640923045171507,7.550427294038863e-4,0.0035547250261567984,0.005478132690870241
ENSG00000163736,1.563177968462989,2.044738909900677,1.9991338362985636,1.646765651904907,7.574490895879913e-4,0.0033628008504831158,0.005233027010442213
ENSG00000171587,1.6013050818479244,1.7880178603515107,1.7186505002287429,1.6066748773465347,7.75923855676483e-4,0.002692748467024675,0.003878187910297758
ENSG00000163235,1.5733661617409869,1.8188909620052622,1.744082162608846,1.5939498791788524,7.623858516705288e-4,0.0028114014672882674,0.003995818521920785
ENSG00000141441,1.5960378429905695,1.6313415987860305,1.564000746389322,1.5629992547021878,-7.733715773322144e-4,-0.002226065027082622,-0.003096081001084804
ENSG00000163735,1.4614541584306449,1.952394174604219,1.921646195792716,1.5510038828069175,7.081580882734182e-4,0.0032345808006646304,0.005122228182379869
ENSG00000109906,1.595801668678695,1.5752049147247595,1.5096995293119546,1.5486346156344453,-7.732571373764815e-4,-0.0020210146869276894,-0.002775699208903572
ENSG00000115008,1.5705488474897156,1.593468350738703,1.5241309744606915,1.534759686427528,7.610207018553692e-4,0.002149496552391793,0.0028767070607563666
ENSG00000167468,1.5649273620423543,1.5522242880405313,1.5266024706489842,1.52381981948476,-7.582967707866486e-4,-0.0020111450017279353,-0.003136813549147177
ENSG00000143850,1.532623383429957,1.620232698269131,1.603327809573406,1.5186210693166606,-7.426436463928283e-4,-0.00231224159370574,-0.0036725692860807395
ENSG00000134317,1.5468045163783095,1.5854969472955678,1.5164829119693566,1.5156156907191765,-7.495152160143075e-4,-0.0021726631674834464,-0.0028157415997401448
ENSG00000143507,1.5498277701245,1.5451130564979334,1.5134491331552031,1.5106009863439662,-7.50980155287919e-4,-0.0020217258915906995,-0.003114237242299336
ENSG00000187957,1.542717667930464,1.5660139369315613,1.517391964778404,1.5093934047559094,-7.475349043040879e-4,-0.002114156249234098,-0.0031335538206539977
ENSG00000105855,1.5466418630520897,1.5135961451296047,1.488636179026446,1.5008077235916488,-7.494364011791774e-4,-0.0019060121981436158,-0.002972132844921751
ENSG00000196562,1.5331608259951564,1.551826713019103,1.4924988597095918,1.4979753812424221,-7.429040680402217e-4,-0.002085231770422929,-0.0029698172833249013
ENSG00000108840,1.5369058411157448,1.5314115213281094,1.4644724511445788,1.494823005630837,-7.447187419614338e-4,-0.0020017789992682763,-0.0026379474391107238
ENSG00000165272,1.5518002492854401,1.4816779361624548,1.4173002967863784,1.49307373426214,-7.519359342042216e-4,-0.001748089425004825,-0.0022863145323097564
ENSG00000137699,1.5553773401651725,1.4682980947374655,1.410810960709848,1.4928117895956152,-7.536692392308339e-4,-0.001667026004069109,-0.002311311845028903
ENSG00000104140,1.5255485588986941,1.547553822432039,1.4799263215650378,1.4906958634720744,-7.392154894533668e-4,-0.0020870021435614953,-0.0027164102045716147
ENSG00000276600,1.5133327123567335,1.572794784376978,1.5039503897751105,1.4882304690146653,-7.332962134474156e-4,-0.0021973642613413178,-0.002905879645576586
ENSG00000141401,1.509561859232012,1.57486015609482,1.51072233004297,1.4864311734581017,-7.314690195360921e-4,-0.002211224805188655,-0.0027576156217637695
ENSG00000154133,1.5117435769845813,1.5622933396875684,1.4939064901688477,1.4844380189308057,7.325261865118054e-4,0.0021660569167277575,0.002865689495887715
ENSG00000278550,1.5422069983451299,1.465095621403421,1.4020425007289148,1.4820239513072468,-7.472874556959989e-4,-0.0017006935505105769,-0.002244252971243688
ENSG00000129151,1.539685918636186,1.4629633680858627,1.4083947748409678,1.480369749171729,-7.46065848451754e-4,-0.0016992349081509824,-0.0023988098529988773
ENSG00000123977,1.5212672209594071,1.5115120625099556,1.445414749147624,1.478522731632311,7.371409364659549e-4,0.001964997735676036,0.0025425136264921235
ENSG00000196872,1.523919038830693,1.497855236827821,1.4487432041494253,1.4783670257082258,-7.384258938239027e-4,-0.001904483879220343,-0.002786687017628722
ENSG00000132329,1.5236310764391994,1.4864478029523982,1.4540413744837286,1.4766415173242877,-7.3828635958297e-4,-0.0018584095835219114,-0.0028464622124810355
ENSG00000162723,1.4136391354586209,1.8041957856945352,1.7400830274155512,1.4758316162271647,6.849889761508878e-4,0.002939025311097656,0.004364125018746864
ENSG00000143126,1.5282329666688266,1.463386272444348,1.430975592422681,1.474067611781015,-7.405162384804076e-4,-0.001741658811466086,-0.002661437805435522
ENSG00000132746,1.5081458341984377,1.5207809928396736,1.454946632057413,1.471445494674987,-7.307828744559071e-4,-0.0020307539334347537,-0.0025966524960314742
ENSG00000183421,1.5301826107766117,1.4463135993185607,1.3953719961926339,1.4695602915899488,-7.414609525080204e-4,-0.0016495576165518051,-0.0023594507530890216
ENSG00000150681,1.4183718390206788,1.7626266350458928,1.7049329531088357,1.4691592822423598,6.872822415862338e-4,0.00283794367573172,0.004255974269067584
ENSG00000074181,1.4722967992020923,1.5970051656190634,1.5275161054422242,1.464753290206756,-7.134119675800322e-4,-0.0023429758769684113,-0.003084540245977981
ENSG00000188766,1.4669142430890427,1.5828928182887005,1.5604809245944993,1.4612016338285314,7.108038114329145e-4,0.002310157540745672,0.003637189080411379
ENSG00000104368,1.4799214599213213,1.5559698063086957,1.491782064669829,1.4602106623282447,7.171065515856371e-4,0.0022060486189697187,0.003087017059363405
ENSG00000118898,1.520594560264392,1.4202097290680276,1.3678113598079393,1.4558479464279248,-7.368149939045062e-4,-0.001543726853316956,-0.0021723007995452983
ENSG00000137747,1.5017728579214908,1.4733695812195575,1.410297788902465,1.454960245276964,-7.276948031189718e-4,-0.0018658021310414342,-0.002328246180171935
ENSG00000105929,1.4158571882923174,1.7068421679795172,1.6392669550221735,1.4522600976937663,6.860637495506136e-4,0.00270630220781374,0.0039104915378680855
ENSG00000150054,1.4313974925153619,1.6489457248906072,1.5768631388551624,1.4482990824464372,-6.935939153558798e-4,-0.0025425753178717064,-0.003467956996315222
ENSG00000104823,1.5124765233922906,1.3945282000880215,1.340620689087232,1.4432999102807464,-7.328813409474722e-4,-0.0014164565817750782,-0.0019488032850953209
ENSG00000282853,1.5124765233922906,1.3945282000880215,1.340620689087232,1.4432999102807464,-7.328813409474722e-4,-0.0014164565817750782,-0.0019488032850953209
ENSG00000151726,1.4761355880294627,1.4951777786454161,1.4399074178303122,1.4426873456790832,-7.152720802230418e-4,-0.002011464794547204,-0.002395413814659133
