ensembl_gene_id,Comp 1,Comp 2,VIP_SCORE,combo_Y_neighbor.1 comps,combo_Y_neighbor.2 comps
ENSG00000102174,2.0284171106956466,1.8607923504003534,1.6023577838316934,-9.92173958177174e-4,-0.0021972089729627928
ENSG00000014257,1.9632942825052146,1.9014147609876222,1.5779327393472233,-9.603199702213961e-4,-0.0022977626060673483
ENSG00000181649,1.9997482583263255,1.8163979074496837,1.574839375255269,9.781509603520812e-4,0.0021317483838770267
ENSG00000132297,1.948615540277429,1.8067926191334447,1.544488947494846,9.531400535758449e-4,0.0021458643900824762
ENSG00000255071,1.9778186302574516,1.7432500601632748,1.54323955107702,-9.674243668089089e-4,-0.001997267302241624
ENSG00000118849,1.974750761466765,1.7464413598902835,1.5424328627449202,-9.659237585241662e-4,-0.002007377009936696
ENSG00000165030,1.9764448563364283,1.7387364454564627,1.541278487734572,-9.667524030881953e-4,-0.001988359935737347
ENSG00000132669,1.9707117159953815,1.7153087058781864,1.5318584290084363,-9.63948111744483e-4,-0.0019389447794667166
ENSG00000176406,1.9572623454412943,1.7292738352162178,1.5283151250063982,9.573695263306261e-4,0.0019858161156602328
ENSG00000150347,1.8864844800833396,1.8672527944694681,1.527028960186522,-9.227494501868936e-4,-0.002269696559369802
ENSG00000137648,1.8923577664031643,1.8523340488568705,1.526201798948571,-9.256222921209915e-4,-0.002245286905421162
ENSG00000057019,1.9472217560910778,1.7272733494326198,1.522324627854605,9.524583020930138e-4,0.0019907780418032045
ENSG00000161896,1.9226409204797015,1.774947096014885,1.5218117957685802,-9.404349047181624e-4,-0.002103241664993309
ENSG00000154237,1.9517239268057684,1.714812155250329,1.521414565366809,9.546604805871856e-4,0.0019584842896817334
ENSG00000114019,1.9247354676103596,1.767883846658662,1.5210476061446587,9.414594253191058e-4,0.0020890002480381375
ENSG00000181104,1.8876820932301583,1.8155734527996419,1.5137665753359182,-9.233352471464927e-4,-0.0021892042919560784
ENSG00000134215,1.9576638190663487,1.6702119887504316,1.5126329882882088,-9.575659019545417e-4,-0.0018354285641793689
ENSG00000167656,1.9424599257813686,1.6641636893739002,1.5027491485866242,-9.501291144709808e-4,-0.0018412074157697516
ENSG00000197442,1.9068470560212483,1.7358024084286985,1.5026976764338797,-9.327095404762471e-4,-0.002040032137419566
ENSG00000134339,1.8898590165021185,1.7442278653347472,1.4957415653312331,-9.244000609700401e-4,-0.0020665507032760497
ENSG00000160752,1.9221348468508033,1.6364705184793038,1.4842575043865385,9.40187365357118e-4,0.0017918444519180576
ENSG00000137975,1.8246867835372156,1.8309911443199913,1.4837113506310138,-8.925219073087072e-4,-0.002232167739258873
ENSG00000159403,1.8412912584479812,1.7892444689365914,1.481488731963686,-9.006437711545598e-4,-0.0021643786801273713
ENSG00000288512,1.8412912584479812,1.7892444689365914,1.481488731963686,-9.006437711545598e-4,-0.0021643786801273713
ENSG00000110092,1.889956855592712,1.6651628913566723,1.4745094844186086,9.244479176940178e-4,0.0019070781123063482
ENSG00000173432,1.9049593939610967,1.628012428270703,1.4726543832298176,-9.317862150280215e-4,-0.001794125541938227
ENSG00000288411,1.9049593939610967,1.628012428270703,1.4726543832298176,-9.317862150280215e-4,-0.001794125541938227
ENSG00000115896,1.8935510708115697,1.6287413200122578,1.466655999848712,-9.262059815170014e-4,-0.0018128298570122708
ENSG00000064692,1.8541741227787216,1.7014677982919575,1.4648535068645896,-9.069452573865048e-4,-0.002009434075906758
ENSG00000273259,1.8669800778763368,1.6680486172524096,1.4628101864742344,-9.132091244631745e-4,-0.0019342893733920047
ENSG00000153094,1.897904227173482,1.5988215568363016,1.460964975054499,-9.283352715705059e-4,-0.001713890165868236
ENSG00000027697,1.8581298302504172,1.6414695473084888,1.450849193917518,-9.088801404630124e-4,-0.0018847485196533127
ENSG00000143365,1.8806766855001489,1.5894328314833193,1.4490830324325195,-9.199086426875386e-4,-0.0017158763677359193
ENSG00000112096,1.8348584311841962,1.6754681178800157,1.4473658575052895,-8.974972370147494e-4,-0.0019729445793854453
ENSG00000064886,1.8556296470980795,1.631025155973089,1.446679867473626,-9.076572082557544e-4,-0.0018635396000014487
ENSG00000137266,1.8505884966083128,1.6390128114640705,1.4460929407191636,-9.05191394785327e-4,-0.0018864167503176085
ENSG00000226792,1.8793651006799656,1.5789304071106094,1.4455434802576286,9.192670979600441e-4,0.0016817975012418584
ENSG00000147041,1.7918885611300965,1.7544732423436868,1.4453027267658713,-8.764790816121292e-4,-0.0021268229778506798
ENSG00000113916,1.8754479109120774,1.583029245334759,1.4445199386965446,-9.173510553194828e-4,-0.0017044139037208582
ENSG00000122378,1.8707982674547974,1.5900377504281444,1.443881997860129,-9.150767424433014e-4,-0.0017356360024251576
ENSG00000100522,1.8756655047017732,1.5717941507814195,1.441613472466291,9.174574885034956e-4,0.0016633186769573018
ENSG00000164265,1.8701377467417213,1.582090974043599,1.4413839772520016,9.147536572913891e-4,0.0017114520374415837
ENSG00000182326,1.7737240692668106,1.7762008839222898,1.441288915540814,-8.675941556788763e-4,-0.0021644894920198254
ENSG00000101255,1.8750048312443202,1.5649513455112942,1.4394125707278214,9.171343286386496e-4,0.0016374105444692047
ENSG00000154764,1.8432309665202822,1.6285939352923793,1.4392929906980314,9.015925542355421e-4,0.0018702744551356964
ENSG00000119950,1.870887437239684,1.5723407931461948,1.439166190356224,-9.151203586886753e-4,-0.001676164300987679
ENSG00000227471,1.8265960656160831,1.65671830637964,1.4378318062766053,-8.934558079090709e-4,-0.0019424883408724783
ENSG00000120875,1.8615944835246971,1.5754277300511363,1.4349512452480824,9.105748307388574e-4,0.0017054870304143146
ENSG00000076356,1.8078684367937266,1.6734507376929249,1.4321674486624216,8.84295430825889e-4,0.001985767401238479
ENSG00000173166,1.8371396205391524,1.6032702118411657,1.4291680089481453,8.986130512423676e-4,0.0018178348530038138
ENSG00000108854,1.8499675471197183,1.563963849482243,1.4255517214743616,9.048876653853539e-4,0.0016894731904231915
ENSG00000170340,1.812447897363287,1.6394288135866852,1.4254949556441674,8.865354146515325e-4,0.001918686464712696
ENSG00000139178,1.7961074646604174,1.6608171111575791,1.4223802356202557,-8.785427036318678e-4,-0.0019696931067599913
